title	text	source	language
"Introduction to Engineering and Engineering Mathematics"	"Electronics The goal of this course is to provide high school students and college freshman a broad outline of engineering and help them decide on a career in engineering. The first part of this course is focused on exploring the different disciplines of engineering and providing participants with a broad background in different areas of engineering.
 
Do you want to learn how race-cars are built? How robots are able to work independently? How unmanned vehicles are designed and built? How is energy harvested? How is energy stored? How are organs built? How is the body imaged? How do you design an aircraft? How do electrons travel in micro and nanoelectronics? How are drugs delivered in the body? How do you build on soils that are unstable? How do robots see? How is light used in devices? How is data stored and managed? How is pollution mitigated? How are electrical signals processed? How are strong and tough materials designed and built? How is thermal energy managed? How is data transmitted? How are systems integrated? How do you make sure goods and services reach their destination? How do you start a company? What are the underlying ethical and social responsibilities of being a professional engineer? These are all things that engineers are dealing with on a daily basis and will form the basis of the first part of the course.
 Introduction to Engineering Mathematics
 
Mathematics is an integral part of engineering and Engineering Mathematics is the process of applying the principles of mathematics to solve real life engineering problems.  A reference textbook will be used for this part of the course and is entitled “Introductory Mathematics for Engineering Applications” by Kuldip S. Rattan and Nathan W. Klingbeil. Publisher: John Wiley and Sons, ISBN:978-1-118-14180-9.
 
Topics to be covered in mathematics will include: application of algebra in engineering in linear and quadratic equations, trigonometry in motion of robots, application of complex numbers in electrical circuits, use of systems of equations to solve problems in statics, dynamics and DC circuits. Concepts of derivatives will be introduced and its application in engineering problems such as dynamics, electrical circuits and mechanics will be explored. In a similar fashion concepts of integrals will be examined in the context of engineering applications such as statics, dynamics and electrical circuits. The intent of this course is not to establish mastery of mathematics but rather develop an understanding of the role played by mathematics to help solve engineering problems. Participants in this course will have a better understanding of calculus and differential equations and their relevance in solving engineering problems as they progress in their engineering education.Learn more about our High School and AP* Exam Preparation Courses. Learn the role of Engineering in the development of technology
	Outline of different fields of engineering
	Principles of Engineering Design and its application
	Entrepreneurship and Engineering
	Application of  Mathematics in Engineering
	 " ,""	"English"	
"Electrical, Optical, and Magnetic Materials and Devices"	"Electronics This course will explain the basis of the electrical, optical, and magnetic properties of materials including semiconductors, metals, organics and insulators, and will show how devices are built to take advantage of those properties. It is illustrated with a wide range of devices, placing a strong emphasis on new and emerging technologies. Applications presented include diodes, transistors, photodetectors, solar cells (photovoltaics), displays, light emitting diodes, lasers, optical fibers and optical communications, photonic devices, magnetic data storage, motors, transformers and spintronics. Image attribution: Disk drive: KEURT Datenrettung, Lasers: US Navy Surface Warfare Center, Computer Chip: Jon Sullivan" ,""	"English"	
"Authenticate Node.js With OAuth 2.0"	"Authentication is a critical part of almost every web application. Today our users expect more than simple local authentication. They want support for third-party authentication, so they can use a single account to sign in to multiple websites. OAuth and OAuth 2.0 are protocols for doing just that.

In this course, Tuts+ instructor Jeremy McPeak will teach you how to incorporate OAuth 2.0 in your Node.js applications." ,"coursetalk"	"en"	
"Create your first electronic music track with Pro Tools"	"I will teach you everything you need to know about Pro Tools and it starts
with this course. You are in the right place!" ,"coursetalk"	"en"	
"Machine Learning"	"Computer Science: Artificial Intelligence, Statistics and Data Analysis Week One: Basic concepts in machine learning.Week Two: Decision tree induction.Week Three: Learning sets of rules and logic programs.Week Four: Instance-based learning.Week Five: Statistical learning.Week Six: Neural networks.Week Seven: Model ensembles.Week Eight: Learning theory.Week Nine: Support vector machines.Week Ten: Clustering and dimensionality reduction. Machine learning algorithms can figure out how to perform important tasks by generalizing from examples. This is often feasible and cost-effective when manual programming is not. Machine learning (also known as data mining, pattern recognition and predictive analytics) is used widely in business, industry, science and government, and &nbsp;there is a great shortage of experts in it. If you pick up a machine learning textbook you may find it forbiddingly mathematical, but in this class you will learn that the key ideas and algorithms are in fact quite intuitive. And powerful!Most of the class will be devoted to supervised learning (in other words, learning in which a teacher provides the learner with the correct answers at training time). This is the most mature and widely used type of machine learning. We will cover the main supervised learning techniques, including decision trees, rules, instances, Bayesian techniques, neural networks, model ensembles, and support vector machines. We will also touch on learning theory with an emphasis on its practical uses. Finally, we will cover the two main classes of unsupervised learning methods: clustering and dimensionality reduction. Throughout the class there will be an emphasis not just on individual algorithms but on ideas that cut across them and tips for making them work.In the class projects you will build your own implementations of machine learning algorithms and apply them to problems like spam filtering, clickstream mining, recommender systems, and computational biology. This will get you as close to becoming a machine learning expert as you can in ten weeks! Why write programs when the computer can instead learn them from data? In this class you will learn how to make this happen, from the simplest machine learning algorithms to quite sophisticated ones. Enjoy!" ,"Coursera"	"en"	
"PHP PDO, Custom Exception Handler, Namespaces for E-commerce"	"New PDO Database class wrapper, Custom Exception Handler and use of Namespaces
(3rd add-on for E-commerce series)" ,"coursetalk"	"en"	
"Process Mining: Data science in Action"	"Computer Science: Artificial Intelligence, Information, Tech & Design, Statistics and Data Analysis This course starts with an overview
of approaches and technologies that use event data to support decision making
and business process (re)design. Then the course focuses on process mining as a
bridge between data mining and business process modeling. The course is at an
introductory level with various practical assignments.

The course covers the three main
types of process mining.&nbsp;The first type of process mining is discovery. A
discovery technique takes an event log and produces a process model without
using any a-priori information. An example is the Alpha-algorithm that takes an
event log and produces a process model (a Petri net) explaining the behavior recorded in the log.&nbsp;The second type of process mining is conformance. Here, an existing process
model is compared with an event log of the same process. Conformance checking
can be used to check if reality, as recorded in the log, conforms to the model
and vice versa.The third type of process mining is enhancement. Here, the idea
is to extend or improve an existing process model using information about the
actual process recorded in some event log. Whereas conformance checking
measures the alignment between model and reality, this third type of process
mining aims at changing or extending the a-priori model. An example is the
extension of a process model with performance information, e.g., showing
bottlenecks. Process mining techniques can be used in an offline, but also
online setting. The latter is known as operational support. An example is the
detection of non-conformance at the moment the deviation actually takes place.
Another example is time prediction for running cases, i.e., given a partially
executed case the remaining processing time is estimated based on historic information
of similar cases.

Process mining provides not only a
bridge between data mining and business process management; it also helps to
address the classical divide between "business" and "IT".
Evidence-based business process management based on process mining helps to
create a common ground for business process improvement and information systems
development.

The course uses many examples using
real-life event logs to illustrate the concepts and algorithms. After taking
this course, one is able to run process mining projects and have a good
understanding of the Business Process Intelligence field.After taking this course you should:- have a good understanding of Business Process Intelligence techniques (in particular process mining),- understand the role of Big Data in today’s society,- be able to relate process mining techniques to other analysis techniques such as simulation, business intelligence, data mining, machine learning, and verification,- be able to apply basic process discovery techniques to learn a process model from an event log (both manually and using tools),- be able to apply basic conformance checking techniques to compare event logs and process models (both manually and using tools),- be able to extend a process model with information extracted from the event log (e.g., show bottlenecks),- have a good understanding of the data needed to start a process mining project,- be able to characterize the questions that can be answered based on such event data,- explain how process mining can also be used for operational support (prediction and recommendation), and- be able to conduct process mining projects in a structured manner. Data science is the profession of the
future, because organizations that are unable to use (big) data in a smart way
will not survive. It is not sufficient to focus on data storage and data
analysis. The data scientist also needs to relate data to process analysis. Process
mining bridges the gap between traditional model-based process analysis (e.g.,
simulation and other business process management techniques) and data-centric
analysis techniques such as machine learning and data mining. Process mining
seeks the confrontation between event data (i.e., observed behavior) and
process models (hand-made or discovered automatically). This technology has
become available only recently, but it can be applied to any type of operational
processes (organizations and systems). Example applications include: analyzing
treatment processes in hospitals, improving customer service processes in a
multinational, understanding the browsing behavior of customers using a booking
site, analyzing failures of a baggage handling system, and improving the user
interface of an X-ray machine. All of these applications have in common that
dynamic behavior needs to be related to process models. Hence, we refer to this
as "data science in action".

The course explains the key analysis
techniques in process mining. Participants will learn various process discovery
algorithms. These can be used to automatically learn process models from raw
event data. Various other process analysis techniques that use event data will
be presented. Moreover, the course will provide easy-to-use software, real-life
data sets, and practical skills to directly apply the theory in a variety of
application domains. Process mining is the missing link between model-based process analysis and data-oriented analysis techniques. Through concrete data sets and easy to use software the course provides data science knowledge that can be applied directly to analyze and improve processes in a variety of domains." ,"Coursera"	"en"	
"C# Equality and Comparisons"	"In this course, you'll learn how to use equality and comparisons correctly in your C# code: both how they work out of the box, and how to implement equality and comparisons for your own types. The course also covers working with inheritance, string comparisons, writing custom comparers and equality comparers, hash codes, and structural comparisons." ,"coursetalk"	"en"	
"CLEP Information Systems and Computer Applications, Part 1: IT"	"Computer Science This is the first part of an introductory business information systems series, designed to help you pass the CLEP Information Systems and Computer Applications exam and introduce you to the amazing world of Information Technology.

In this course, you will learn the basic concepts of information systems and their application. By completing this 5 course XSeries, you will be prepared to pass the CLEP Information Systems and Computer Applications exam.

In Part 1, you will learn:

How standard office suite tools work (word processors, spreadsheets)
	Details of  the most important office systems (e-mail, conferencing)
	The basics of desktop operating systems, the Internet and web browsers
	How web browsers and Internet technologies work
	About Electronic Data Interchange and how it works
	The meaning of  ERP, CRM and SCM, and how they work" ,""	"English"	
"How to Make Awesome Videos in PowerPoint for Video Marketing"	"Discover how quickly and easily you can turn your Microsoft PowerPoint
presentations into animated videos for marketing." ,"coursetalk"	"en"	
"Learn Photoshop, Web Design & Profitable Freelancing"	"Learn Photoshop and use it to create amazing website designs and earn money in
design contests. No coding needed!" ,"coursetalk"	"en"	
"Java Persistence: Hibernate and JPA Fundamentals"	"A simple-to-follow and easy-to-understand training course on Java Persistence
with JPA by Example" ,"coursetalk"	"en"	
"Pro Tools Projects: Time Manipulation with Elastic Audio"	"Fully integrated elastic audio was introduced in Pro Tools version 7.4 and
gave editors the time-saving advantage of being able to change an audio file's
tempo or timing in real time without the need to render the audio. In _Pro
Tools Projects: Time Manipulation with Elastic Audio_, author Brian Lee White
shows how to adjust tempo, change pitch, and quantize audio tracks with
elastic audio. This course covers auto-conforming audio loops and regions to a
session’s tempo, enabling elastic audio on tracks, and using the five elastic
audio plug-ins to extract as much fidelity as possible from the source
material. Exercise files are included with the course." ,"coursetalk"	"en"	
"AstroTech: The Science and Technology behind Astronomical Discovery"	"Statistics and Data Analysis Week-1 - Science and Technology :
a marriage made in Heaven

  Our Knowledge of the Universe  Revolutions in Astronomy  Why Astronomy is hard  The Horse and the Cart

 

Week-2 - Telescopes : Picturing
the Universe

  Example story : we are stardust   The technology : how telescopes
work   Putting it together : we are
stardust part II    Big Telescopes of the future 

 

Week-3 - Space : Getting above it
all

  Example story : hunting for
black holes   The technology : rockets,
spacecraft, and orbits   Putting it together : hunting
for black holes part II  The future : can space missions get
cheaper? 

  

Week-4 - Detectors : Catching the light from the stars 

  Example story : galaxies from
the dawn of time   The technology : CCDs and
infra-red arrays  Putting it together : galaxies
from the dawn of time part II  Is there another revolution in
detector technology?

 

Week-5 - Computers : Crunching the data  Example story : killer rocks   The technology : computers, databases
and the internet  Putting it together : killer
rocks part II   The future : hitting the
buffers?

 

Week-6 - Spectrographs : Taking the fingerprints of the stars

  Example story : the accelerating
universe and dark energy   The technology : how
spectrographs work   Putting it together : dark
energy part II   The perfect spectrograph? "How do they know that?"
Modern astronomy has made some astonishing discoveries - how stars burn and how black holes form; galaxies from the edge of the universe and killer rocks right next door; where the elements come from and how the expanding universe is accelerating. But
    how do we know all that? The truth is that astronomy would be impossible without technology, and every advance in astronomy is really an advance in technology. But the technology by itself is not enough. We have to apply it critically with a knowledge
    of physics to unlock the secrets of the Universe.
    Each week we will cover a different aspect of Astronomical technology, matching each piece of technology to a highlight science result.   We will explain how the technology works, how it has allowed us to collect astronomical data, and, with
    some basic physics, how we the interpret the data to make scientific discoveries.  How astronomy really works - an overview of the technology that astronomers use to collect and measure light from the universe, and how it is used in practice to make scientific discoveries." ,"Coursera"	"en"	
"Get access to all project files created during course!"	"Learn by practice and become professional mobile developer!" ,"coursetalk"	"en"	
"Preparing for the AP* Calculus AB and BC Exams (Part 2 - Integral Calculus)"	"Mathematics Week 1 - &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Assessments:&nbsp;Practice Problems and Quizzes&nbsp;Week 2 - &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Assessments:&nbsp;Practice Problems and Quizzes&nbsp;Week 3 - &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Assessments:&nbsp;Practice Problems and QuizzesWeek 4 - &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Assessments:&nbsp;Practice Problems and QuizzesWeek 5 - &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Assessments:&nbsp;Practice Problems and QuizzesWeek 6 - Practice AB Exam&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Assessments:&nbsp;Two exams This course reviews the topics for the AP Calculus AB Exam.&nbsp;The course is divided into two parts.&nbsp; Part 1 is Differential Calculus and incorporates mostly AB topics but does have some BC topics.&nbsp; Part 2 is Integral Calculus, and again is mostly AB material.&nbsp; The BC material that is not covered in either of these parts will be reviewed in an extension.Each week&nbsp;of the six week review will include review videos for an important block of material, complete with&nbsp;videos of worked example problems and exam tips. There will also be extensive&nbsp;online quizzes given each week, with multiple problem versions that students can use to practice, along with practice tests to help students prepare for the AP* Calculus AB Exam.* AP Calculus is a registered trademark of the College Board, which was not involved in the production of, and does not endorse, this product. This is a 6 week course covering the second part of AP* Calculus curriculum which includes integration rules, techniques and applications.

* AP Calculus is a registered trademark of the College Board, which was not involved in the production of, and does not endorse, this product." ,"Coursera"	"en"	
"Build iPhone Apps using Dreamweaver CS6 and Xcode combined."	"Warm-Up Exercises For Writers - Free course To Learn The Basics Of Great Non-
Fiction Writing In Three Minutes A Day" ,"coursetalk"	"en"	
"Creative Programming for Digital Media & Mobile Apps"	"Computer Science: Software Engineering, Information, Tech & Design Week 1: Introduction: sonic painterWeek 2: Interactive D/VJ appWeek 3: Music player and sensor controlled visualiserWeek 4: Game with physical modelling and synthesisWeek 5: APIs accessing and processing social media dataWeek 6: Music machine This course will teach you how to develop and apply programming skills to creative work. This is an important skill within the development of creative mobile applications, digital music and video games. It will teach technical skills needed to write software that make use of images, audio and graphics, and will concentrate on the application of these skills to creative projects.   Additional resources will be provided for students with no programming background. For anyone who would like to apply their technical skills to creative work ranging from video games to art installations to interactive music, and also for artists who would like to use programming in their artistic practice." ,"Coursera"	"en"	
"China: Civilization and Empire | edXhtml"	"History XSeries Program Overview

China: Civilization and Empire explores the development of this great civilization from the Neolithic to the last dynasty. We see the formation of political structures and social practices that have lasted into the present; we learn to appreciate artistic and literary traditions of sophistication and refinement; we inquire into its philosophical and religious legacies and their significance for our own lives; and we trace the creation of the largest economy in world history.

            
              
                
                  
                    
                    
                  
                  See more
                  
                    about China: Civilization and Empire
                  
                

                
                  
                    
                    
                  
                  Hide Part 1 includes an overview of China, historically, geographically, and culturally, starting with the origins and legitimation of what we come to know as China and includes an exploration of the integral thinkers (Confucius, Laozi etc.) of the early period. Part 2 covers the period from the Qin to the Sui with the creation of the first unified empire and an exploration of state building and dissolution, focusing on the realization of the self and the influence of Buddhism during the medieval period. Part 3 explores the reunification of China under Tang with a focus on Chinese aristocratic culture during the Tang period from poetry to calligraphy to literature. Part 4 takes us from the early imperial period to the late imperial period exploring new ideas and the role of the exam system and government with a focus on the Song dynasty. Part 5 explores the impact of the conquest dynasties and the world of the Ming." ,""	"English"	
"3ds Max + V-Ray: 3ds Max PRO in 6 hrs"	"3ds Max intro course: 3Ds Max and V-Ray for creating 3D architectural imagery." ,"coursetalk"	"en"	
"Learn Android Lollipop Development. Create Java Android Apps"	"Android 5.0 development: Become an Android developer, learning Java writing 14
Android mobile apps. Ideal for Beginners!" ,"coursetalk"	"en"	
"WordPress Step-By-Step: Create a Website With No Coding"	"WordPress: Learn how to create a WordPress website with no experience and no
coding. Get your website online today." ,"coursetalk"	"en"	
"Data Analysis with R"	"Learn data analytics in easy to follow stages for beginners" ,"coursetalk"	"en"	
"Geospatial Intelligence & the Geospatial Revolution"	"Information, Tech & Design, Statistics and Data Analysis Week One:&nbsp;What is GEOINT? Learn what GEOINT is and how it provides a powerful way of thinking about and finding solutions to complex humanitarian, military, economic, and cultural problems. We'll discuss the role of secrecy and its challenges. 
Week Two:&nbsp; GEOINT Data. Examine the types and nature of data used to create GEOINT, including textual information, imagery, and geospatial data. Discuss how location-based data is changing conceptions of privacy.
Week Three:&nbsp;GEOINT Data Sources. Understand how GEOINT data is collected by a variety of methods including satellites, drones, crowdsourcing, and through social media.
Week Four:&nbsp;The GEOINT Tradecraft. Apply the art and science of extracting meaning from GEOINT data to uncover and investigate relationships and patterns.
Week Five:&nbsp;Applying GEOINT Principles. Use GEOINT principles to evaluate and transform raw data into descriptions, explanations, or judgments about a place. Join
us for the exciting journey to learn about GEOINT’s application in business,
law enforcement, and defense. Advances in satellites, GPS, unmanned aerial
systems, wireless communications, handheld computing, and the ability to automate
laborious map analysis processes has transformed what used to be called
geographic intelligence, or GEOINT, and the nature of the insights provided to
managers and leaders. GEOINT is more than just analysts working with GIS in a secure intelligence facility. We have gone from mountains of hardcopy maps to amazing
automated systems that provide previously unavailable understanding. GEOINT
helps us daily with real-time apps to guide decision making. GEOINT combines geographic information
science and technologies with an analytic tradecraft. In this course you will experience the
value of GEOINT. You will learn how to design and execute a geospatial analysis project using GEOINT
tools and tradecraft. The course is designed for the individual who wants to learn the basics of GEOINT and it is not designed for the geospatial intelligence professional. We're eager to welcome you to the Revolution. Learn how the revolution in geospatial technology combined with the tradecraft of Geospatial Intelligence (GEOINT) have changed how we develop insights about how humans use geography, and discover the power of GEOINT." ,"Coursera"	"en"	
"Software Defined Networking"	"Computer Science: Software Engineering, Computer Science: Systems & Security This course will cover 8 modules (one per week).Module 1: History and evolution of SDNModule 2: Control and data plane separationModule 3: Control PlaneModule 4: Network VirtualizationModule 5: Data PlaneModule 6: Programming SDNsModules 7: Verification and DebuggingModule 8: Use Cases and Looking Forward This course introduces software defined networking, an emerging paradigm in computer networking that allows a logically centralized software program to control the behavior of an entire network. &nbsp;Separating a network's control logic from the underlying physical routers and switches that forward traffic allows network operators to write high-level control programs that specify the behavior of an entire network, in contrast to conventional networks, whereby network operators must codify functionality in terms of low-level device configuration. &nbsp;Logically centralized network control makes it possible for operators to specify more complex tasks that involve integrating many disjoint network functions (e.g., security, resource control, prioritization) into a single control framework, allowing network operators to create more sophisticated policies, and making network configurations easier to configure, manage, troubleshoot, and debug.&nbsp; In this course, you will learn about software defined networking and how it is changing the way communications networks are managed, maintained, and secured." ,"Coursera"	"en"	
"Joomla: Create a Joomla Website This Weekend With NO CODING!"	"Joomla: Learn how to build a website today with absolutely no experience and
no coding. Get started online by tomorrow!" ,"coursetalk"	"en"	
"Introduction to JavaScript Object Notation (JSON)"	"a to-the-point course on JSON" ,"coursetalk"	"en"	
"Bitcoin and Cryptocurrency Technologies"	"Computer Science: Systems & Security Intro to Crypto and CryptocurrenciesCryptographic Hash FunctionsHash Pointers and Data StructuresDigital SignaturesPublic Keys as IdentitiesSimple CryptocurrenciesHow Bitcoin Achieves DecentralizationCentralization vs. decentralizationDistributed consensusConsensus without identity: the block chainIncentives and proof of workPutting it all togetherMechanics of BitcoinBitcoin transactionsBitcoin scriptsApplications of Bitcoin scriptsBitcoin blocksThe Bitcoin networkLimitations &amp; improvementsHow to Store and Use BitcoinsSimple Local StorageHow to Store and Use BitcoinsSecret KeysHot and Cold StorageSplitting and Sharing KeysOnline Wallets and ExchangesPayment ServicesTransaction FeesCurrency Exchange MarketsBitcoin miningThe task of Bitcoin minersMining hardwareEnergy consumption &amp; ecologyMining poolsMining incentives and strategiesBitcoin and anonymityAnonymity basicsOverview of Bitcoin deanonymizationMixingDecentralized mixingZerocoin and ZerocashTor and the Silk RoadCommunity, Politics, and RegulationConsensus in BitcoinBitcoin Core SoftwareStakeholders : Who’s in Charge?Roots of BitcoinGovernments Notice BitcoinAnti Money-Laundering RegulationNew York’s BitLicense ProposalAlternative Mining PuzzlesEssential Puzzle RequirementsASIC Resistant PuzzlesProof-of-useful-workNonoutsourceable PuzzlesProof-of-StakeBitcoin as a platformBitcoin as an append-only logBitcoins as “smart property”Secure multi-party lotteries in BitcoinBitcoin as randomness sourcePrediction markets &amp; real-world data feedsAltcoins and the Cryptocurrency EcosystemShort History of AltcoinsInteraction between Bitcoin and altcoinsLifecycle of an AltcoinBitcoin-Backed Altcoins, “Side Chains”The future of Bitcoin?&nbsp;The block chain as a vehicle for decentralizationRoutes to decentralizationWhat can we decentralize?When is decentralization a good idea? To really understand what is special about Bitcoin, we need to understand how it works at a technical level. We’ll address the important questions about Bitcoin, such as:How does Bitcoin work? What makes Bitcoin different? How secure are your Bitcoins? How anonymous are Bitcoin users? What determines the price of Bitcoins? Can cryptocurrencies be regulated? What might the future hold?After this course, you’ll know everything you need to be able to separate fact from fiction when reading claims about Bitcoin and other cryptocurrencies. You’ll have the conceptual foundations you need to engineer secure software that interacts with the Bitcoin network. And you’ll be able to integrate ideas from Bitcoin in your own projects.Course Lecturers:Arvind Narayanan, Princeton University&nbsp;Joseph Bonneau, Princeton University&nbsp;Edward Felten, Princeton University&nbsp;Andrew Miller, University of Maryland There’s a lot of excitement about Bitcoin, but also a lot of confusion about what Bitcoin is and how it works. We’re offering this course focusing on the computer science behind Bitcoin to help cut through the hype and get to the core of what makes Bitcoin unique." ,"Coursera"	"en"	
"Pattern Discovery in Data Mining"	"Computer Science: Software Engineering, Information, Tech & Design, Statistics and Data Analysis This course will be covering the following topics:

Introduction to data mining
Concepts and challenges in pattern discovery and analysis
Scalable pattern discovery algorithms
Pattern evaluation
Mining flexible patterns in multi-dimensional space
Mining sequential patterns
Mining graph patterns
Pattern-based classification
Application examples of pattern discovery Learn the general concepts of data mining along with basic methodologies and applications. Then dive into one subfield in data mining: pattern discovery. Learn in-depth concepts, methods, and applications of pattern discovery in data mining. We will also introduce methods for pattern-based classification and some interesting applications of pattern discovery. This course provides you the opportunity to learn skills and content to practice and engage in scalable pattern discovery methods on massive transactional data, discuss pattern evaluation measures, and study methods for mining diverse kinds of patterns, sequential patterns, and sub-graph patterns.  Learn the basic concepts of data mining and dive deep into pattern discovery methods and their applications." ,"Coursera"	"en"	
"Statistical Reasoning for Public Health 1: Estimation, Inference, & Interpretation"	"Mathematics study designs for comparing
populationssingle sample numerical summary
measures for continuous, binary and time-to-event outcomesvisual displays for continuous and
time-to-event outcomesthe normal (Gaussian) distributionmeasures of association: mean
differences, risk differences, relative risks, odds ratios and incidence rate
ratiosconfidence intervals for means,
mean differences, proportions, relative risks, odds ratios, incidence rates and
incidence rate ratioshypothesis testing: paired and
two-sample t-tests, the chi-square test, Fisher's exact test, and the log-rank
testpower and sample size&nbsp; (optional) In this data centric era, statistics has become an
essential tool for processing information from the realm of public health and
medical research.&nbsp; Understanding
both the implications and limitations of the results from such research is essential for making informed treatment decisions, public health practice
protocols and policy recommendations.&nbsp;
In this class, a conceptual and interpretive approach is applied to some
of the most used methods from basic statistics.&nbsp; The course will detail appropriate summary measures for
quantifying the health of single populations, and comparing such outcomes
between populations using results from representative but imperfect data
samples.&nbsp; Additionally, the role of
uncertainty in sample based estimated will be covered, allowing for conclusions
to be drawn regarding the larger populations under study while recognizing the
imperfection in the study estimates.&nbsp;
All topics will be considered through a “conceptual lens” allowing
students to focus on the “what”, “why”, and “so what” with regards to the
implications of research results.

Developed in collaboration with Johns Hopkins Open Education Lab. A conceptual and interpretive public health approach to some of the most commonly used methods from basic statistics." ,"Coursera"	"en"	
"Linear and Discrete Optimization"	"Mathematics, Computer Science: Theory Linear programming, modeling, equivalence of standard forms Basic solutions, primal and dual feasible basic solutions, pivoting and the simplex methodTermination and complexity of the simplex method Integer programming, bipartite matching and flowsModels of computation, bit-complexity This
 course serves as an introduction to linear and discrete 
optimization from the viewpoint of a mathematician or computer 
scientist.  Besides learning how linear and discrete optimization can be applied, we focus on 
understanding methods that solve linear programs and discrete optimization problems in a mathematically 
rigorous way. We will answer  questions like:Does a particular method work correctly?Does it terminate and, if yes, in what time?Can we prove that a solution is optimal?The
 course starts by discussing what a linear program is and how linear programming can be 
applied. Then, we will treat the simplex method and the theory of 
duality. We will then discuss some combinatorial optimization problems like maximum weight bipartite matching and maximum flows. The
 course constitutes about half of the material on linear and discrete optimization 
that is taught for mathematics and computer science undergraduates at 
EPFL and will feature video lectures, quizzes, programming assignments, 
and a final exam.  The course is an introduction to linear and discrete optimization - an important part of computational mathematics with a wide range of applications in many areas of everyday life." ,"Coursera"	"en"	
"SharePoint Basics for IT Professionals"	"Computer Science Learn from Microsoft experts the necessary skills to implement SharePoint in your organization. This introductory course is ideal for IT Professionals seeking to understand how to plan and implement SharePoint collaboration tools within their organizations. The course covers the robust features of SharePoint sites, enterprise content management, and search.

You will learn how to plan and establish a server farm for on-premise and cloud, set up site collections, implement an Enterprise Content Management Solution, search, and design Managed Metadata/Term Store. Design of your farm architecture
	Planning of SharePoint Online
	Site collection management
	Management of Term Store
	Planning and configuring of enterprise search
	Creating and configuring of enterprise content management" ,""	"English"	
"Understanding the UK's 2015 General Election"	"Statistics and Data Analysis Week One (How does it work?): We will begin by explaining the UK's political system and how the First Past the Post electoral system works. We'll also consider how British politics has changed in the last five years.Week Two (What is at stake?): We will examine the main issues in the election campaign and the parties' stances. Who is in the running and what do they want?Week Three (Why did that happen?): We will analyse the results and try to set out the governing options in the House of Commons. What do the results tell us about the state of British politics? This course provides an overview of the United Kingdom's 2015 general election. Join us right up to and through election night as we explore the politics, issues and numbers that give British politics its enduring appeal. This year's election is one of the most exciting and unpredictable in recent memory. Old Westminster certainties like majority governments and the two-party system seem to be under increasing strain. Meanwhile, the implications rise of the Scottish National Party and the decline of the Liberal Democrats are still unclear.The course is designed both as a general introduction to UK politics for people all over the world and as a place for British citizens to come to find the information they need to make an informed choice. With expert commentary from Edinburgh University academics, we will try to shed light on the issues at stake, the electoral system and the territorial implications of this election. This course is unique because it happens in 'real time': we will change the course in response to events in the UK and your feedback. Tell us what you want to know and we'll try to include it in the course materials and in our weekly interactive live-streamed seminar Q&amp;A.Join us on Twitter - we're using the hashtag&nbsp;#ge15ed Learn about the UK's 2015 general election: how does the system work, what is at stake, and how will it affect you? Whether or not you have a vote, if you want to gain a better understanding of UK polls and political issues, join us for discussion and up-to-date insight before and after polling day." ,"Coursera"	"en"	
"Views and Authorization"	"This mini-course provides extensive coverage of how database views can be
created, used, and updated; introduces standard techniques for authorization
in relational databases. It will be available for an extended period of time.
We anticipate the content will be available at least until June 9th, 2015. You
will be notified by email of any changes to content availability beforehand.

We have created 14 mini-courses that can be assembled in a variety of ways to
learn about different aspects of databases. Please visit the main Databases
page for suggested pathways and general information, or click View Courseware
above to begin this mini-course." ,"coursetalk"	"en"	
